original_index,sentence,sentiment,translation_en,translation_hi
26103,thombr regard would like inform also lodg complaint dial,neutral,Tom would like to inform and also lodge a complaint.,थॉम्बर रेगार्ड आपको सूचित करना चाहता है और शिकायत दर्ज करना चाहता है
26104,hardik badhai ho modi ji,positive,hardik congratulations to modi ji,हार्दिक बधाई हो मोदी जी
26105,inka kya kasoor sarkar ko bari ummid se vote diy ki shay ye bacahayeg ye bhi wahi nikl jins bachn,negative,"What's their fault? I voted for the government with high hopes that maybe it would improve, but it turned out to be the same old mess.","उनका क्या गलती सरकार को बड़ी उम्मीदों से वोट दिया कि शायद ये बचेगा, लेकिन फिर भी वही निकला जिससे बचना था।"
26107,wafa-e-wada nahi wada-e-digar bhi nahi wo mujh se rooth lekin qadar bhi nahi - faiz ahmad faiz,neutral,"No faith in promises, no other promise either, she gets angry with me but doesn't even value it - Faiz Ahmad Faiz","वफाई-ए-वादा नहीं, वादा-ए-दूजरा भी नहीं, वो मुझ से रोष लेकिन क़दर भी नहीं - फैज़ अहमद फैज़"
26108,gilani jumma tul wida may last jumma ramadan bring peac prosper ameen dua jummahmubarak kee nan,positive,"Gilani, this Friday might be the last Friday of Ramadan, bringing peace and prosperity. Ameen to your prayers for a blessed Jummah.",गिलानी जुम्मा तल विदा मे लास्ट जुम्मा रमज़ान पीस और प्रौद्योगिकता ला आमीन दुआ जुम्मह मुबारक की नान
26109,priya meri best friend ka naam hai mere nanu ko mera naam yaad nhi tha priy,neutral,"Priya is my best friend's name, my grandpa didn't remember my name.","प्रिया मेरी बेस्ट फ्रेंड का नाम है, मेरे नानु को मेरा नाम याद नहीं था प्रिय"
26110,icc ne bada galat kiya hamar sath jab unh pata hai ramzan ka pak mahina chal raha hai eid ke bad wcup rakhn nan,neutral,icc made a big mistake with us when they knew that the holy month of ramadan was ongoing and they scheduled the wcup after eid,"icc ने हमारे साथ बड़ा गलत किया जब उन्हें पता था रमजान का पाक महीना चल रहा है, इद के बाद वर्ल्ड कप रखना था।"
26111,govt minist koi kam dhanda nai kartay aisi websit p hi minist paey jatay hein ch nab ki video b udher viral hai nan,negative,"The government ministers don't do any real work; they can only be found on such websites, and now even videos of their scandals are going viral.","सरकार के मंत्री कोई काम नहीं करते, ऐसी ही वेबसाइट पर मंत्री पाए जाते हैं। चन्न ने की वीडियो भी वहाँ वायरल है।"
26112,tere haath mein abhi hai ghanta usko bajao bas usi ke laayak ho tum comedian funni tak nahi hain nan,negative,"It's in your hands now, just ring that bell if you're worthy of it; you're not even funny enough to be a comedian.","तुम्हारे हाथ में अभी घंटा है, उसे बजाओ बस, वो ही के लायक़ हो। तुम कोमिडियन फन्नी तक नहीं हो।"
26117,itihaa mat padao madam bjp nation spokesperson nan,negative,"Stop spreading lies, madam BJP national spokesperson",इतिहास मत पड़ाओ मदम बीजेपी नेशनल स्पोकसपर्सन नन
26120,phrp happi birthday jeb enjoy day mama base love 😊,positive,"Happy birthday Jeb! Enjoy your day, you're loved so much 😊","फैर प्लीज़ हैप्पी बर्थडे जेब, इन्हों का दिन भारी आनंदप्रद हो, मामा से प्यार 😊"
26122,ram gopal ji apko next film k lie subhkamnay nan,positive,"Mr. Ram Gopal, best wishes for your next film.",राम गोपाल जी आपको अगली फिल्म के लिए शुभकामनाएँ
26126,dhan dhan satguru tera hi aasra papa ji 🙏🙏 papa ji bless health get well soon 🙏🙏 miss u papa jaan nan,positive,"blessings to the revered guru, you are my only support papa ji 🙏🙏 papa ji may your health improve soon 🙏🙏 I miss you papa dear",धन धन सतगुरु तेरा ही आश्रय पापा जी 🙏🙏 पापा जी स्वस्थ होजाइए 🙏🙏 आपको मिस कर रहा हूँ पापा जान नान
26128,yaaar bc stop humbl littl bastard 's one best semi final goal ever say 's,neutral,"Dude, BC stop, Humbert's one of the best semi-final goals ever, they say.",यार बीसी स्टॉप हम्बल लिटल बस्टर्ड का एक बेहतरीन सेमी फाइनल गोल था से कहते हैं
26129,dhan dhan satguru tera hi aasra gud morn sohn saint dr ji bless apna v khyaal rakhna,positive,"blessings to you, great guru, you are my only support; have a good morning, dear saint Dr. Ji, take care of yourself too",धन धन सतगुरु तेरा ही आश्रय गुड मॉर्निंग सोहन संत डॉ॰ जी अपना भी ख्याल रखना
26131,cat world best bro slam h apko ❤❤ nan,positive,"cat world is the best, bro! I love it ❤❤","बिल्ली का दुनिया सबसे अच्छा है भाइयों, आपको ❤❤ नेन"
26132,pakistan kay pass big hitter kyun nahi hain sirf asif ali hai aur us ko bhi bahir bethna parta hai comment nan,neutral,"why doesn't Pakistan have any big hitters, they only have Asif Ali and even he has to sit out sometimes",पाकिस्तान के पास बिग हिटर क्यूं नहीं हैं सिर्फ असिफ़ अली है और उसे भी बाहर बैठना पड़ता है कमेंट नन
26134,mubarak bhaijaaan wish jammu jndk allah bless u nan,positive,"Congratulations brother, wishing you from Jammu and Kashmir, may Allah bless you","मुबारक भाइजान, जम्मू में सभी को अल्लाह की बरकतें"
26135,30 + sal desh ki armi r polic rahker aj woh deshwasi nhi raha bjp ko 2019 ke result 100 % confirm hogaya k jit,positive,"After 30 plus years of serving the country's army and police, he remained a patriot, and the BJP's victory in 2019 was 100% confirmed.","30 साल देश की आर्मी और पोलिस में रहकर आज वह देशवासी नहीं रहा, BJP के 2019 के रिजल्ट 100% कन्फर्म हो गया कि जीत"
26138,mai ab liy tweet nahi krti q k meri paper ho rahay + koi fav rt ni dyta + kch smj nahi aati kia tweet karun 😁😪 nan,neutral,I don't tweet much these days because I have papers to do + no one gives favorite retweets + I don't even know what to tweet 😁😴,मैं अब लिखती ट्वीट नहीं करती क्योंकि मेरे पेपर हो रहे हैं + कोई फ़ेवरिट रीट्वीट नहीं देता + कुछ समझ नहीं आता कि क्या ट्वीट करूँ 😁 Sleepling
26139,ab tau kuch sharam honi chahiy itni karari haar kha kar bhi tasalle nahi hui modi ki barabri nahi,negative,"now you should have some shame, even after such a decisive defeat, there's no regret for modi's equality","अब तो कुछ शरम होनी चाहिए, इतनी कड़ी हार खा कर भी तसल्ली नहीं हुई मोदी की बराबरी नहीं"
26140,kutta nahi cia asset hai nan,positive,"Dude, you're not just an asset, you're amazing!","कुत्ता नहीं है, सिर्फ़ एसेट है भाइयों"
26142,ndtv pe jayeng oh forgot waha pehl se hi baith hai ! ! 🤨😀😀😀 kuchbhi,neutral,I'll go to NDTV oh wait he's already sitting there! 😨😂😂😂 whatever,NDTV पर जायेंगे ओह स्मैर्ट हैं वहाँ पहले से ही बैठ हैं !! 🤨😀😀😀 कुछभी
26145,seem taught three line rahul gandhi - yeh vichardhara ki ladai hai karyakartaon ne bahut kaam kiya nan,neutral,"Seems like Rahul Gandhi said these three lines - This is a battle of ideologies, activists have done a lot of work.","सीम ने तीन लाइनें पढ़ाई - यह विचारधारा की लड़ाई है, कार्यकर्ताओं ने बहुत काम किया"
26146,prtk sharma bhai tm apn ghar v famous ni ho aur modi pakistan tumhr fufa ki band bajan,negative,prtk sharma bro you are not even famous in your own house and modi pakistan is your aunt's band playing,प्रताप शर्मा भाई तुम अपने घर पर भी फेमस नहीं हो और मोदी पाकिस्तान तुम्हारी फूफ़ा की बंद बाजा हैं
26148,whenev anyth goe even tiniest bit wrong,neutral,whenever anything goes even the tiniest bit wrong,जब भी कुछ सबसे छोटी सी त्रुटि हो
26149,bc disast ne ussr ki gaand faad di thi nan,negative,bc this disaster completely screwed up the USSR,बीसी डिसास्ट ने सोवियत संघ की गांड फाड़ दी थी नान
26153,rishabh bc tum bhakt itn chutiy kais ho sakt ho kal ko tumhar ghar jalaan se pe,negative,"Rishabh, you f*cking bastard, how can you be such a piece of sh*t? I’m going to burn your house down tomorrow.","रिशभ बीसी तुम भक्त इतने चुटिया कैसे हो सकते हो, कल तुम्हारा घर जलाने से पे"
26154,2 year 107 tha koi jim nahi ghar ka khana baki bahr ka sab band cold drink b nan,neutral,"2 years ago, I didn't have any gym, home-cooked food was all that was left, everything outside was closed, just cold drinks and bread.",2 साल 107 था कोई जिम नहीं घर का खाना बाकी बाहर का सब बंद कोल्ड ड्रिंक से नान
26155,hi amanda hope u well write behalf cast & crew ladi day pado studi,positive,"Hi Amanda, hope you're well. Writing on behalf of the cast and crew for Ladies' Day at the studio.",हाइ अमंडा उम्मीद करता हूँ तुम ठीक होगी। लिखने का मौका मिला था कास्ट और क्रू पर। लेडी डे पड़ो स्टूडियो।
26157,vaha ka hindu marta pehl hai dr maruitui ka hi du bharat ke hindu jaisa nhe kehta ku,negative,"That Hindu kills first, not like the Hindus of Bharat who don't say anything.",वहाँ का हिंदू मरता पहले ही द्रोही का ही दो भारत के हिंदू जैसा नहीं कहता कुछ
26159,brigad dayar18 wo celeb hai uss ki jrurt nhi tum uss krwao 😂 nan,neutral,"brigad dayar18 is a celeb, we don't need to make him one 😂 bro","brigad dayar18 एक celeb है, उसकी जरूरत नहीं तुम उसे करवाओ 😂 nan"
26160,proud haan ek report ayi thi 2 week phele bss usk baad kch ni nan,neutral,"proud yes, a report came two weeks ago, just nothing after that",गर्वित हाँ एक रिपोर्ट २ सप्ताह पहले आई थी बस उसके बाद कुछ नहीं हुआ
26161,awardwapsigang mamtabanerje 's intoler khan & nasirudin bollywood ko darr nahi,negative,awardwapsigang mamtabanerje's intolerance and fearlessness in Bollywood,awardwapsigang माम्ताबनर्जी का इंटॉलरेंस ख़ान और नसिरुद्दीन बोलीवुड को डर नहीं
26163,night omg beauti ! . daria / aubrey plaza look go love 😊 nan,positive,"Night OMG beautiful! Daria/Aubrey Plaza looks so good, I love it 😊",रात ओम्ग खूबसूरत! डेरिया / ऑब्रे प्लाज़ा देखो मुझे प्यार हो गया 😊
26164,best kitti jus good yarrrrr nan,positive,best kid just good yeahhhhhh bro,बेस्ट कित्ती जस गुड़ यार्र्र्र नन
26165,issay kahytay hai bjp nay congress key bolte band karwaa dee ... 😂😂 nan,neutral,this says that the BJP has silenced the Congress ... 😂😂 lol,इसे कहते हैं बजपी ने कांग्रेस को बोलने ना करवा दिया... 😂😂
26167,pubg agar band ki tou apna squad bana kar mein wazeer e azam hous main pubg kheloon ga 😡😡😡 nan,neutral,"If PubG gets banned, I'll form my own squad and play PubG at the Prime Minister's house 😡😡😡 no",पबजी अगर बंद कर दिया तो मैंने अपना स्क्वाड बना कर वज़ीर-e-आजम हाउस में पबजी खेलूंगा 😡😡😡 नहीं
26169,open airspac pata nahi kub izzat say jeena seekhein gay hum sara maza kharab ker dia nan,negative,"I don't know when we will learn to live with dignity; you've ruined all the fun, man.",खुला आकाश पता नहीं कब इज्जत से जीने का मजा सिख लेंगे हम नान सारा मजा खराब कर दिया
26170,loyal guy lol 🤣 's oka well mai googl pr chali gyi thi mean search krne 😂😂😂 mjhi lga b k aisa koi word n,neutral,loyal guy lol 🤣 it's okay well I had gone on google to search 😂😂😂 I thought there wouldn't be such a word,loyal guy lol 🤣 सब ठीक है मैं google पर चली गई थी मानो सर्च करने 😂😂😂 मुझे लगा कि कोई ऐसा शब्द नहीं
26173,bakwa band kar ye bata rajneeti se sanya kab lega ya aab apn rajnaitik maa bap ko ek phir badlega,negative,stop being an idiot and tell me when will he get out of politics or when will his political parents change again,"बकवास बंद करो, ये बता राजनीति से सान्या कब लेगी या अब अपने राजनीतिक माबाप को एक फिर बदलेगी?"
26174,good morn sir susama swaraj ji ko fir se baideshik mantri banaiy woh hamar india ko bahat achhi,positive,"Good morning sir, making Susma Swaraj ji the foreign minister again would be very beneficial for our India.","सुबह भारो सर, सूशमा स्वरज जी को फिर से विदेश मंत्री बनाना बहुत अच्छा है।"
26180,sir odisha see hnu mera ek chota behen 10th 600 se 519 rakha lekin hamar pass pesa nehni app,neutral,"Sir, in Odisha, I have a younger sister who scored 519 out of 600 in her 10th grade, but we don't have the money, please help.",सर ओडिशा में हुआ कुछ समय पहले मेरी एक छोटी बहन 10वीं में 600 में से 519 लाकर रख दी लेकिन हमारे पास पैसा नहीं है।
26182,sidh kyn ni khtey ki gaddar leader ko fir se inpir kr rhe ho shame nan,negative,"I can't even tell you how disappointed I am that the traitor leader is being inspired again, it's shameful.","सिध क्यों नहीं कहते कि गद्दार लीडर को फिर से प्रेरित कर रहे हो, शैम नन"
26190,banday ki koi 1 chez jo mulk k liy ho aor jaisay bc ko ambassador bnya tha kia kia hoga isnay mulk k sath nan,negative,What kind of person is he who does nothing for the country and just appointed some random person as an ambassador? What has he done for the country?,"बंदे की कोई 1 चीज़ जो मुल्क के लिए हो और जैसे बीसी को अम्बासडर बनाया था, क्या क्या होगा इसने मुल्क के साथ नन"
26192,tere jais gaddar pr 1000000 baar lanat harami sale humara hi khate hai humi pr gurat hai nonsens teko,negative,"you bastard, may you be cursed a million times, you scum, you eat our food and cause us trouble, nonsense fool",तेरे जैसे गद्दार पर 1000000 बार लानत हारामी सले हमारा ही खते हैं हमी पर गुरत है नॉनसेंस टेको
26194,apn 5 sale ke bjp ka hesabenahi pocha kaladhan kab ayega pucha nahi 2 crore job ke barem pucha,positive,"We didn't ask when the black money would come, we asked about 2 crore jobs.","अपने 5 साल की बिजेपी की हिसाब पर नहीं पूछा, कलधन कब आएगा पूछा नहीं, 2 करोड़ रुपये की नौकरी के बारे में पूछा।"
26195,wallaekum assalam n good morn nan,positive,Wallaekum assalam and good morning,वलाकुम अस्सलाम और अच्छा सुबह हो
26197,still support pakistan 54 tum jeeto yaa haaroon hamain tum sy pyar hain pakvwi nan,positive,"still support Pakistan 54 whether you win or lose, we love you Pakistani friend",अभी भी पाकिस्तान का समर्थन 54 तुम जीतो या हारो हमें तुमसे प्यार है पाकिस्तानी नान
26198,love hashtag chemistryshout recent sikha hai kisis nan,positive,I recently learned how to use the hashtag 'chemistryshout' and I love it.,प्यार हैशटैग चेमिस्ट्रीशाउट हाल ही में सिखा है किसी ने
26203,good morn salman bhai bhai mera naam fahim khan contect 9699446969 sir mai actor hu jimmi sh,positive,"Good morning Salman bhai, my name is Fahim Khan, contact 9699446969, sir I am an actor like Jimmi Sh","सलमान भाई, मेरा नाम फ़ाहिम खान है, कंटैक्ट 9699446969, सर मैं अभिनेता हूँ जिमी श"
26204,love chris prather 😂 ga woman fight babi stupid th nan,positive,"love Chris Prather 😂 girl, stop fighting, baby, you're so silly",मैं च्रिस प्राथर को प्यार करता हूँ 😂 वह महिला के साथ बेवकीफ लड़ाई करने वाली बेवकीफ नहीं है
26205,pmi wish u happi 🎂 birthday many2 happi return 🎂 day msg bless 4sewa 🎂 simran parmarth nd gud nan,positive,PMI wishes you a happy 🎂 birthday. Many happy returns of the day! May your life be blessed with service 🎂 and spiritual growth. Have a great day!,पीएमआई तुझे हैप्पी 🎂 बर्थडे काफी सुखद दिनों की शुभकामनाएँ 🎂 सिम्रन परमार्थ और गुड़ नान के लिए भगवान की आशीर्वाद 🎂
26207,womenofcourag dhan dhan sat guru tera hi aasra great lord,positive,womenofcourag praise be to the great lord who is our only support,womenofcourag धन धन सतगुरु तेरा ही आश्रय महान स्वामी
26210,mai ye kehta hu pure india beef slaughter band kr deni chahy khash taur se muslim khud ise khana band kr,positive,"I say that beef slaughter should be banned throughout India, especially Muslims should stop eating it themselves.","मैं ये कहता हूँ पूरे इंडिया में बीफ स्लाइटर बंद कर देना चाहिए, खास तौर पर मुस्लिम खुद को इसे खाना बंद करना चाहिए।"
26212,namast sir ji azamgarh aap ka tahedil se jeet ka badhai aur swagat hai sir ji mai aap se,positive,"Hello Sir Ji from Azamgarh, I welcome you and congratulate you wholeheartedly, Sir Ji, I am with you",नमस्ते सर जी अजमगढ़ आपका दिल से जीत की बधाई और स्वागत है सर जी मैं आपसे
26214,congmediaboycott ab iska kya matlab samj cong ne media ko boycott kiya hai ya media ne congress ko bahut hee confus hai 😂😂 nan,neutral,congmediaboycott what does it mean? Has cong boycotted the media or is the media confusing congress a lot? 😂😂,"congmediaboycott अब इसका क्या मतलब है समझो, कंग्रेस ने मीडिया को बहार कर दिया है या मीडिया ने कंग्रेस को बहुत ही confuse कर दिया है 😂😂 नान"
26217,tum liber ki zindagi 2002 gujarat phr modi ko gali say start hokr gujarat pe khtm hoti hai dukh bi,positive,"Your free life from 2002 Gujarat starts with Modi and ends in Gujarat, filled with joy too.","तुम्हारी लिबर की ज़िंदगी 2002 गुजरात से मोदी की गली से शुरू होकर गुजरात पर समाप्त होती है, दुख भी।"
26218,wierdest thing wit recent school next door assembl song goe oh god love,neutral,weirdest thing with recent school next door assembly song went oh god love,"सबसे अजीब बात है कि हाल ही में स्कूल के पास की इकठ्ठी का गाना चला। ओह भगवान, प्रेम!"
26219,7 haha yes bachpan k friend 😂❤️ nan,positive,7 haha yes childhood friends 😂❤️ man,7 हाहा हाँ बचपन के दोस्त 😂❤️
26221,samvidhan ki prati hetu karyalay aana aavasyak nahi hai yadi parti ka samvidhan hoga uski prarti,neutral,It is not necessary to go to the party office if the party has its own constitution.,संविधान की प्रति हेतु कार्यालय आना आवश्यक नहीं है यदि पार्टी का संविधान होगा उसकी प्रति
26223,papa ki princess half dp ko wesay bhi koi nahi janta,neutral,"Daddy's princess, even if I change my profile picture, no one knows me anyway",पापा की प्रिंसेस हैफ डीपी को वैसे भी कोई नहीं जानता
26225,rona band kro bhai pleas ho gaya jo hona tha logo ne chun k bheja hai waha unka khyal rakho nan,negative,"Please stop talking about Corona, it's over what was supposed to happen has already happened, people have made their choices, focus on them there instead.",रोना बंद करो भाई प्लीज़ हो गया जो होना था लोगों ने चुनकर भेजा है वहाँ उनका ख्याल रखो नान
26226,thanx god e desh ka sukan mayavati akhilesh yadav mamta aur rahul gandhi jais logok hath nahi gaya nan,positive,"Thank God that the country's well-being didn't fall into the hands of people like Mayawati, Akhilesh Yadav, Mamata Banerjee, and Rahul Gandhi.","धन्यवाद भगवान को कि इस देश का सुख़न मयावती, अखिलेश यादव, मामता और राहुल गांधी जैसे लोगों के हाथ नहीं गया।"
26230,amarind becaus kejriw want control everyth remot control chahta hai wo nan,neutral,"Amarind because Kejriwal wants control over everything, he wants remote control over it all.",अमरिंद क्योंकि केज्रीवाल चाहते हैं सबका नियंत्रण रिमोट कंट्रोल से।
26233,ek paper tha jism kt lagn wala tha mujh everyon write jai shree ram wrote modi ji rock,positive,"There was a paper where everyone had to write something, and when it came to me, I wrote 'Modi Ji Rock'",एक पेपर था जिसमे कट लगने वाला था मुझसे हर कोई लिखने से बच रहा था लेकिन श्री राम ने मोदी जी के बारे में लिखा कि वह रॉक है।
26234,herc arrey wah new corpor look ya chashm ka number increas hair nice pic sena nan,positive,"Hey wow, the new corporate look has really increased the number of followers on Instagram, great picture sent by Nan.",हेर्स अर्रे वाह नई कॉरपोरेट लुक या चश्म का नंबर इनक्रीस होने पर नाइस पिक सेना नान
26235,vijaysingh teri maa ko lun suboot teri maa ke pas bhi nahi tere bap ka tu surgic strike ka suboot tu apni,negative,"Vijay Singh, your mother doesn't even have proof of your father's surgical strike, you liar.",विजयसिंह तेरी माँ को लून सबूत तेरी माँ के पास भी नहीं तेरे बाप का तू सर्जिक स्ट्राइक का सबूत तू अपनी
26236,gajab ke saal besharam ho khaan ko pais nahi peen ko paani nahi space ki spell likhni na,negative,"What a shameless year, no money to eat, no water to drink, can't even spell 'space'",गजब के साल बेशर्म हो खान को पैसा नहीं पीने को पानी नहीं स्पेस की स्पेल लिखनी नहीं
26237,jao good stay bless nan,positive,"Go have a good stay and blessings to you, Nan.",जाओ अच्छा स्टे ब्लेस नन
26241,birth month jan ➡️ shakki feb ➡️ matlbi mar ➡️ dil ka sacha apr ➡️ intellig may ➡️ love person jun ➡️…,neutral,birth month Jan -> Shakki Feb -> Matlbi Mar -> Dil ka Sacha Apr -> Intelligent May -> Love Person Jun -> ...,जनवरी ➡️ शक्की फरवरी ➡️ मतलबी मार्च ➡️ दिल का सचा अप्रैल ➡️ इंटेलिजेंस मई ➡️ लव परसन जून ➡️…
26243,jab pashto nahi samaj aati wese fazool bakwa na kar khuda ki laanat ho k haqeeqat jan k bhi,negative,"When you don't understand Pashto, don't speak such nonsense, may God curse you and even those who know the truth.","जब पश्तो नहीं समझ आती वैसे फ़ाज़ूल बकवास न कर, खुदा की लानत हो क हकीकत जान के भी"
26244,har tarah se deshi gaay ka dudh hi labhdayak hai worldmilkday nan,positive,"In every way, milk from local cows is beneficial. Happy World Milk Day!","हर तरह से देशी गाय का दूध ही लाभदायक है, वर्ल्डमिल्कडे नन"
26245,bdw tu mujh mat sikha n't like nahi uska song achha lagta hai everi time ent,negative,"by the way, don't you teach me, I don't even like his song, it never sounds good to me at all","अरे बिल्कुल, तू मुझे मत सिखाना, मुझे उसकी गानी कभी भी अच्छी नहीं लगती है।"
26246,nana ji aap rehn dijiy desh ki janta ne kisp kichad uchala h aur kahn kahn kamal khi,negative,"grandpa, you left the country in such a state that people have been completely messed up and here and there they are struggling.",नाना जी आप रहन दीजिये देश की जनता ने किसी प किचड़ उछाला है और कहीं कहीं कमल खिंच
26247,part =1_ hate typ peopl ke jo insan apn maa baap ko chod kr foreign chle jate h jab bhudap maa baap k,negative,I hate those people who leave their parents and go to foreign countries when their parents need them the most.,मैं उन लोगों से नफरत करता हूँ जो अपने माता-पिता को छोड़कर विदेश चले जाते हैं जब बुजुर्ग माता-पिता की
26250,kutta sala isko laat maarkar button suna dena chahiy par saal ki jali hai na takleef hua hai,negative,"Damn dog, he should have given me a call after pressing the button, but what can I do, it's just trouble.",कुत्ता साला इसे लाट मारकर बटन सुना देना चाहिए पर साल की जली है ना तकलीफ हुई है
26251,superb act perform 5 / 5 movi chala bagundhi huhu nan,positive,superb acting performance 5/5 movie really stood out hahaha nice,सुपरब अभिनय प्रदर्शन 5/5 मूवी चली बहुत अच्छी हुहु नन
26252,hamar hindustan ka sabs bada dusman tu hin hai sardar ki bhesh pakistani aatankwadi nan,negative,"Our India's biggest enemy is you, dressed as a sardar but actually a Pakistani terrorist.",हमारे हिंदुस्तान का सबसे बड़ा दुश्मन तू हीं है सरदार की भेष में पाकिस्तानी आतंकवादी।
26253,junkey lover 9 exact spirit appoint minist india india mai,positive,junk food lover 9 exactly captures the essence of ministers in India,जंकी लवर 9 सही रूह ने मंत्री की नियुक्ति की भारत में
26254,arr pahl chaukidaari chodiy saheb resign kar diy hai chief chaukidaar wali post se 😂🤣 nan,negative,"well, the security guard has resigned from his chief security officer position 😂🤣",अरे पहल चौकीदारी छोड़ दी है साहब ने रेजिन कर दी है चीफ चौकीदार वाली पोस्ट से 😂🤣 नन
26257,ek hi dil h sir kitni bar jitog wo n't believ,positive,"sir, how many times he wins, I can't believe it","एक ही दिल है सार, कितनी बार जीता गया वो नहीं मानता"
26258,nahi wo wohi sidrah bibi wala ackunt hai jis ko kabi bilaw b promotd krta gai aur maryam baji ka pura,neutral,"No, that's the same Sidrah Bibi account that was sometimes promoted and Maryam Baji's whole","नहीं, वो वही सिद्रा बीबी वाला अकाउंट है जिसे कभी-कभी बिलाव भी प्रोमोट करता गया और मरियम बेगम का पूरा"
26259,tax payer gharibun ki bat nhi hai ameerun ki hi bat hai jo itni paisa kamat hai,neutral,"tax payer is not about the poor, it's about the rich who earn so much money","टैक्स पेयर गरीबों की बात नहीं है, अमीरों की ही बात है जो इतना पैसा कमाते हैं"
26261,rt assalamo alaikum bhai ramadan mubarak aap ka 1 bhai pareshan hai eid saamn hai mea apn pita ji ki tabi,neutral,"Assalam-o-alaikum brother, Ramadan Mubarak. Your one brother is worried because Eid is coming and he is concerned about his father's health.",र्त असलामो अलैकुम भाई रमज़ान मुबारक आप का एक भाई परेशान है इद सामने है मयनह अपने पिताजी की तवीज
26262,ye meri copi lekar kyu gya hai uss hw copi krega kya 😂😂🤣🤣🤣😂😂 innoc naina 😂😂😂 yehundinonkibaathai,positive,Why did he take my copy? Is he going to copy it? 😂😂🤣🤣🤣😂😂 innocent eyes 😂😂😂 thisissofunny,"ये मेरी कॉपी लेकर क्युं गया है, उसने हमारी कॉपी करेगा क्या 😂😂🤣🤣🤣😂😂 इनोसेंट नेत्र 😂😂😂 यह उन दिनों की बात है"
26264,call cartoon network ek tarah maa betr ko bachati raheti hai aur dusari taraf beta maa ko bachata raha,positive,Cartoon Network saves the day by protecting both mom and son in different ways.,कॉल्टून नेटवर्क एक तरफ़ माँ को बचाती रहती है और दूसरी तरफ़ बेटा माँ को बचाता रहा
26265,purn bhumat se b j p parti ki sarker bann par bahut bahut badhai ho nan,positive,Congratulations to the BJP party for forming the government in the entire state!,पूरी भूमत से बीजेपी पार्टी की सकर मन निकलने पर बहुत-बहुत बधाई हो
26267,hiiiii luke 5sos u see tweeet ! ? ! ? ! pleas click follow button make day happi pleas nan,neutral,"Hi Luke 5SOS, please see my tweet! Please click the follow button and make my day happy, please.",हाय लूक 5SOS तुम्हें ट्वीट देखा है ? ! कृपया फॉलो बटन पर क्लिक करें और दिन सुखद बनाएं। कृपया नन
26268,aap ek good orat well educ hai usmay koi doubt nahi jaha bolt hai bihari aap per prou,positive,"You are a good and well-educated person, there's no doubt about that, even though you speak Bihari, I am proud of you.","आप एक अच्छा और शिक्षित हैं, उसमें कोई सन्देह नहीं। जहाँ बोलते हैं बिहारी, आप पर गर्व है।"
26272,naarishakti fatma bjp ec evm media milkor deshki janta ko gumrah banaya . # sob k sob bikahua hein cho nan,negative,"naarishakti fatma and the BJP, EC, EVM, and media have misled the public. # everyone is corrupt to the core","नारीशक्ति फतमा, BJP, EC और मीडिया ने देश की जनता को गुमराह कर दिया है। # सब कुछ बिक गया है चोर ने"
26273,polic ke maar sahana itana assan nahi hota bro tumor tamat ban jayega nan,negative,"Getting beaten up by the police is not that simple, bro. You will end up in a mess.","पोलिस के मार सहना इतना आसान नहीं होता भाई, तुम हर तरह से बन जाओगे नान"
26278,one understand one support alway mumma stand right next,positive,"One understands, one supports; always, mom stands right next to you.",एक समझता है एक समर्थन देता है हमेशा माँ सही नजदीक खड़ी रहती हैं
26283,congress wale ab se news debat main nhi aayeng kyonki apni jhand krwane se badiya jcb ki khudai hi dekh lo nan,negative,"The Congress people won't come to the news debate anymore because they're better off enjoying their own corruption, just look at Nan.","कांग्रेस वाले अब से न्यूज़ चर्चा में नहीं आएंग, क्योंकि अपनी झंड करवाने से बढ़िया जस्ते की खुदाई ही देख लो न"
26286,final heart famili .. ! ! thank,positive,final heart family..!! thank you,अंतिम हार्ट फ़ैमिली..!! धन्यवाद
26287,miss ab best wish south africa inshallha win,positive,"Miss, I hope South Africa wins, Insha'Allah.","मिस एबी सबसे अच्छा शुभकामना, दक्षिण अफ्रिका इन्शाहा जीतेगा"
26288,nahi ab hum apn chune gay netao k pich padkar apn area ka kam karvayeng mo,neutral,"No, now we will follow our chosen leaders and get work done in our area.","नहीं, अब हम अपने चुने गए नेताओं के पीछे पड़कर अपने इलाके का काम करवायेंगे।"
26292,madam tab wo kisi bhi parti mai tod fod kar sarkar nahi banana chaht lakin aaj bjp sirf,neutral,"Madam, back then she didn't want to form a government by breaking any party, but today BJP is just...","मैडम, तब वह किसी भी पार्टी में तोड़-फोड़ कर सरकार नहीं बनाना चाहता था लेकिन आज BJP सिर्फ़"
26294,dekh n aa sale reli bahut hi binda kar raha tha idhar ladai bhi bahut binda karvai sale idhar,negative,"look man, that guy was causing a lot of trouble here, he even started a fight, damn it",देख ना साले रेली बहुत ही बिंदा कर रहा था यहाँ लड़ाई भी बहुत बिंदा करवाई साले यहाँ
26295,sir r leftist may one reason dont like capitalist state like israel 😊 . otherwis bo,neutral,"Sir, there might be one reason why leftists don't like capitalist states like Israel. Otherwise, though...","सर, लेफ्टिस्टों के पास संभवतः एक कारण है जिसलिए वे ऐसे कपितलिस्ट देश जीस्रायल को पसंद नहीं करते 😊। अन्यथा बो..."
26296,bts love muslim im happi,positive,"BTS loves Muslims, I'm happy.","बीटीएस मुस्लिम को प्यार करते हैं, मैं खुश हूँ"
