original_index,sentence,label,translation_en,translation_hi
2715,"To kya 12 saal ki hote hi ladki rape bardhasht karne layak ho jaati hai, or rapist ka gunah kam ho jata hai, bahot achhi soch hai #hangtherapist .",hate,"So does a girl become deserving of rape just because she's 12 years old, and the rapist’s sin becomes less? What a great idea #hangtherapist.","यह क्या 12 साल की होते ही लड़कियाँ रेप करने लायक़ हो जाती हैं, और रेपिस्ट का गुनाह कम हो जाता है, बहुत अच्छी सोच है #rapeconvictkoisaredehunga"
2716,tere ma ka bhosada sorry sache dil se duwa tere ghar ki aurat behen ka rape hojaye nange nach dikho or tu apne ka 20rs mein dena ka kaam karega,non-hate,"Your mother's c**t, I sincerely apologize but may your sister get raped, show me naked dancing, and you will end up doing it for 20 rupees.",तेरी माँ का भोसड़ा सorry सचे दिल से दुआ तेरे घर की औरत बहन का रेप होजाए नंगी नाचकर दिखाओ और तू अपना 20 रुपये में देने का काम करेगा
2717,6 din Mai 8 badi gang rape jis Mai se 1.5 ki student thi 2.10 ki student 3.12 ki student thi,non-hate,"6 days after 8 women were gang-raped, among them was a 1.5-year-old student, a 2.10-year-old student, and a 12-year-old student.","6 दिनों में 8 बड़ी गैंग रेप जिसमें से 1.5 की छात्रा थी, 2.10 की छा�त्रा थी, 3.12 की छात्रा थी"
2718,Jab tak rape ki saza fansi nahi hogi tab tak kanoon ka khauf nahi hoga.Sakht kanoon kyon nahi ban raha hai ye bhi sochne wali baat hai.,non-hate,"Until the punishment for rape is not hanging, there will be no fear of the law. It's also something to think about why strict laws are not being made.",जब तक रेप की सजा फांसी नहीं होगी तब तक कानून का डर नहीं होगा। सख्त कानून क्यों नहीं बन रहा है ये भी सोचने वाली बात है।
2719,Apne hate thoda kum karwaana,non-hate,Tone down your hate a bit,अपना हैट थोड़ा कम करना
2720,Mam! kind your information...Karachi ki rooshniyan kon laya..? karachi operation by rangers kis na karvaya ? Altaf hussain par pabandi kis na lagaye...interior minister na..2013 mai kitna terrorism tha yaad hai..kitna qatal hota thay..2018 mai mai dekh lo karachi ki Roshniyaaan.. https://twitter.com/murkaziz__/status/954705004711022592 …,hate,"Sir! Just so you know... Who brought the lights to Karachi? Who carried out the Karachi operation by Rangers? On whom was the ban imposed on Altaf Hussain... by the interior minister... Do you remember how much terrorism there was in 2013, how many killings used to happen... Look at the lights of Karachi in 2018...",मैं! आपकी माहिरत के साथ...कराची की रोशनियाँ कौन लाया..? कराची ऑपरेशन रेंजर्स द्वारा किसने किया गया ? अल्ताफ हुसैन पर किसने बंदी लगाई...इनट्रियर मंत्री द्वारा..2013 में कितना टेररिज़्म था याद है..कितना कत्ल होता था..2018 में मैं देख लो कराची की रोशनियाँ..
2721,Yogi g kuch toh bolo itne rape UP ho rahe . Kya yahin vikas hai ? https://twitter.com/IndianExpress/status/954635538518061057 …,non-hate,"Yogi, say something about all the rapes happening in UP. Is this what you call development?","योगी जी कुछ तो बोलिए, इतने रेप यूपी में हो रहे हैं। क्या यही विकास है?"
2722,"Sir ji yeh sab toh tik hai but #Haryana rape ke baad ""Garv'!!!! @mlkhattar",non-hate,"Sir, all of this is fine, but after the #Haryana rape, 'Pride'!!! @mlkhattar",सर जी ये सब तो ठीक है लेकिन #हरियाणा रेप के बाद 'गर्व'!!!! @mlkhattar
2723,@Madeeha_Naqvi kasur Punjab me rape cases me jali police muqablon me masom nojwanon ko maarna idher be koi bolay ga?http://www.bbc.com/news/world-asia-42742980 …,non-hate,"@Madeeha_Naqvi In Punjab, where rape cases are rampant, will anyone speak up about the police beating innocent young men to death?","@Madeeha_Naqvi पंजाब में रेप केसों में जली पुलिस के सामने मुकद्दमा चल रहा है, इधर कोई निर्दोष युवाओं को मारने पर भी बोलेगा? http://www.bbc.com/news/world-asia-42742980 …"
2724,Dekhti hu kab tak hate karti hai,non-hate,I see how long you keep hating,देखती हूँ कब तक घृणा करती है
2725,chup hojao..hate nai sikaty,non-hate,Shut up..don't teach me hate,चुप होजाओ..हैट नहीं सिखाते
2726,jitni bhi thi lekin baat tho sabit ho gayi keh kuch khota nasal ke Pakistanio ko koi farq nahi parta koi Khattam e Naboowat Qanoon tabdeel kar de koi mulk ko loot loot ke kanghal kar de ya koi un ke bacho ko rape kar ke bedardi se qatal kar de.,hate,"Whatever it was, but the fact remains that it doesn't matter to some evil-natured Pakistanis whether someone changes the law about the Finality of Prophethood, loots and ruins a country, or rapes and brutally kills their children.","जितनी भी थी लेकिन बात तो साबित हो गई कि कुछ खराब नस्ल के पाकिस्तानियों को किसी फर्क नहीं पड़ता कि किसी ने खतम-ए-नबूवत का कानून बदल दिया हो, किसी ने मुल्क को लूट-पार्ट करके अमीर बना दिया हो या किसी ने उनके बच्चों को रेप करके बेदर्दी से खत्म कर दिया हो।"
2727,ye log kaha jate h jub ek gul ka rape hota h,hate,where do these people go when one girl gets raped,ये लोग कहाँ जाते हैं जब एक गुल का रेप होता है
2728,Hina toh bas luv aur priyank Ko use kar Rahi thi I hate her,hate,Hina was just using Luv and Priyank. I hate her.,हीना तो सिर्फ़ लव और प्रियंक का इस्तेमाल कर रही थी। मैं उसे घृणा करता हूँ।
2729,"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, BJP on rape incidents in #Haryana",hate,"If the government were to ask, these issues would not happen. These have been happening since ancient times. They have occurred sometimes less, sometimes more. As social activities and population increase, such incidents are also increasing: RK Saini, BJP on rape incidents in #Haryana","सरकार से पूछकर तो ये मामले नहीं होते। ये तो आदिकालों से होते रहे हैं। यह है कि कभी कम कभी ज्यादा हुए हैं। जैसे-जैसे सोशल गतिविधियाँ और जनसंख्या बढ़ती जा रही है, उसी तरह की घटनाएँ बढ़ती जा रही हैं: आरकेसैनी, बीजेपी ओन रेप इनसिडेंट्स इन #हरियाणा"
2730,"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, @BJP4India on rape in #Haryanapic.twitter.com/zRgvJpu1cC",hate,"If the government were to ask, these incidents would not happen. These have been happening since ancient times. They have occurred sometimes less, sometimes more. As social activities and population increase, such incidents are increasing: RK Saini, @BJP4India on rape in #Haryana","सरकार से पूछकर तो ये मामले नहीं होते। ये तो आदिकालों से होते रहे हैं। ये कभी कम कभी ज्यादा हुए हैं। जैसे-जैसे सामाजिक गतिविधियाँ और जनसंख्या बढ़ती जा रही है, उसी तरह की घटनाएँ बढ़ती जा रही हैं: आरकेसाइनी, @BJP4India राष्ट्रीय राज्यसभा सदस्य, हरियाणा में बलात्कार"
2731,Are m not her PA or advocate .. menu ki lena .. karo hate   starting me meko bhi acchi nhi lagti thi .. phir lagne lag gayi .. aur fav ho gayi,non-hate,"Hey, I am not her PA or advocate.. take it easy.. at first, I didn't like it either.. then I started liking it.. and now it's my favorite",अरे मैं उसकी पीए या वकील नहीं हूँ.. मुझे किसी की लेना देना नहीं.. करो घृणा.. शुरू में वो मुझे भी अच्छी नहीं लगती थी.. फिर लगने लगी.. और पसंद हो गई
2732,"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, BJP on rape incidents in #Haryanapic.twitter.com/5ejRCZxq65",hate,"If the government were to ask, these issues wouldn't happen. These have been happening since ancient times, sometimes less, sometimes more. As social activities and population increase, such incidents are also increasing: RK Saini, BJP on rape incidents in #Haryana","सरकार से पूछकर तो ये मामले नहीं होते। ये तो आदिकालों से होते रहे हैं। ये कभी कम कभी ज्यादा हुए हैं। जैसे-जैसे सोशल गतिविधियाँ और जनसंख्या बढ़ती जा रही है, उसी तरह की घटनाएँ बढ़ती जा रही हैं: आरके सैनी, बीजेपी ओन रेप इंसिडेंट्स इन #हरियाणा"
2733,"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, BJP on rape incidents in #Haryanapic.twitter.com/5sdkYCXHI3",hate,"If the government were to be asked, these issues would not happen. These have been happening since ancient times. They have occurred sometimes less, sometimes more. As social activities and population increase, such incidents are also increasing: RK Saini, BJP on rape incidents in #Haryana","सरकार से पूछकर तो ये मामले नहीं होते। ये तो आदिकालों से होते रहे हैं। ये कभी कम, कभी ज्यादा हुए हैं। जैसे-जैसे सोशल एक्टिविटीज़ और जनसंख्या बढ़ती जा रही है, उसी तरह की घटनाएँ बढ़ती जा रही हैं: आरके सैनी, बीजेपी"
2734,iss desh me rape to kar sakte hai lekin rapist ko thappad nahi maar sakte...,non-hate,in this country you can commit rape but you can't slap the rapist...,इस देश में रायप तो कर सकते हैं लेकिन रायपिस्ट को चपटी नहीं मार सकते...
2735,Iski shaadi pyaar parva sav kuch zabdarsti.I hate those forced bonding,hate,Her wedding is all about forced affection. I hate those forced bondings.,इसकी शादी प्यार परवा सब कुछ जबरदस्ती है। मैं इन जबरदस्ती से बांधे गए सम्बन्धों को घृणा करता/करती हूँ।
2736,Jis chutiye ka bhai hi rape ka criminal case khel rha hai...Wo kvi v against hi rahega.,non-hate,The brother of that bastard who is involved in a rape case will always be against him.,जिस चुतिये का भाई ही रेप का क्रिमिनल केस खेल रहा है...वो कभी विरोधी ही रहेगा।
2737,Des me kitne rape hote hai?Kya kabhi rajput ne talvar nikalkar rajput Sharma nibhaya?,non-hate,How many rapes happen here? Has any Rajput ever drawn his sword to protect Sharma?,देश में कितने रेप होते हैं? क्या कभी राजपूत ने तलवार निकालकर राजपूत शर्मा निभाया?
2738,Agar Tina Marne ka shauk hai to unko maro ho rape karte hain...Rajput Raksha karte the ....par tum log to Rajput ke naam par KALANK ho,hate,"If Tina has a death wish, then kill her or rape her... Rajputs used to protect... but you people are a disgrace to the name of Rajput.",अगर टीना को मारने का शौक है तो उन्हें मारो या रेप करते हैं...राजपुत संरक्षण करते थे....पर आप लोग राजपुत के नाम पर कलंक हो
2739,Bhai HT padho...Gang ka bhanda fod hua hai...fake rape ki report karke vasooli karne vaale...5 cases the,non-hate,Bro read HT...The gang's bitch has exploded...those who file fake rape reports to get money...there were 5 cases,भाई HT पढ़ो...गंगा का भंडा फट गया है...फेक रेप की रिपोर्ट करके वसूली करने वाले...5 मुकदमे थे
2740,"Kya Zainab baby k rape se sare Paki  rapist ho gye hai,  gal ker di pyi  hai",non-hate,"Has the rape of Zainab baby turned all Pakistanis into rapists, it's a shame","क्या जैनाब बेबी के रेप से सभी पाकिस्तानी रेपिस्ट हो गए हैं, गल कर दी पिय है"
2741,@Fiona_J_P bass ye viku hina ka name kyun laata hai baar baar I just hate that,hate,@Fiona_J_P why does he keep using Vikas' name over and over again I just hate that,@Fiona_J_P बस ये विकु हीना का नाम बार-बार क्यों लाता है मैं सिर्फ इसे घृणा करता हूँ
2742,Grammar nazi to vo hona chahiye na jise grammar se hi hate ho? Correct karne ka habbit wale ko to allied forces kehna chahiye ?,non-hate,Shouldn't a grammar Nazi be someone who hates grammar itself? Shouldn't we call those who have the habit of correcting others the allied forces?,ग्रामर नाज़ि तो वही होना चाहिए जिसे ग्रामर से ही नफरत हो? सही करने की आदत वाले को तो सौदेबाज़ कहना चाहिए?
2743,i am anti Prakash rai no......... Prakash raj...... because i hate him.......his attitude....... https://twitter.com/ndtv/status/954017304219566080 …,hate,I am against Prakash Raj... because I hate him... his attitude...,मैं प्रकाश राज के विरोधी हूँ... ...क्योंकि मैं उसे घर्षण से भी ज्यादा नफरत करता हूँ... ...उसके आचरण की वजह से...
2744,Jo hai hi ni awein usko le k dimagh khate hain,non-hate,"Whoever exists, they eat their brains out",जो है ही नहीं उसे लेकर दिमाग खाते हैं
2745,"Jab Bhartiya Mari ki Asmita roj rapists dwara tar tar hoti hai, tab apki raksha karne ki kshamta Kahan Chali jati hai. Sabse jyada rape Rajasthan me hote hain. Aaj ki dekhiye,Hazar saal purani kahaniyon se Prerna leejiye.",non-hate,"When Indian women's dignity is constantly violated by rapists, where does your ability to protect them go? Most rapes happen in Rajasthan. Look at today, draw inspiration from thousand-year-old stories.","जब भारतीय महिला की आस्मिता रोज़ रेपिस्टों द्वारा तर-तर होती है, तब आपकी रक्षा करने की क्षमता कहाँ चली जाती है। सबसे ज्यादा रेप राजस्थान में होते हैं। आज की देखिए, हजार साल पुरानी कहानियों से प्रेरणा लीजिए।"
2746,"Sir, 'love–hate relationship' ke bare mein aap ka kya vichar hai? pic.twitter.com/2k7qp2g2AF",non-hate,"Sir, what's your opinion about the 'love-hate relationship'? pic.twitter.com/2k7qp2g2AF","सर, 'प्रेम-विरोध का संबंध' के बारे में आपका क्या विचार है? pic.twitter.com/2k7qp2g2AF"
2747,"Tamasha, jaane tuu yaa jaane naa, I hate luv stories, bachna ae haseeno",non-hate,"Tamasha, whether you know it or not, I hate love stories, stay away beautiful one","तमाशा, जाने तू या जाने ना, मैं लव स्टोरीज़ से नफरत करता हूँ, बचना ओ हसीनो"
2748,Sanghis will rape Bharath Mata !!,non-hate,Hindutva supporters will rape Mother India!!,संघियों द्वारा भारत माता को बलात्कार कर दिया जाएगा!!
2749,Main to wish karta hoon ki Sonu Ke Titu ki Sweety aur Aiyaari iss Canadian bhagode ka rape kar de,non-hate,I wish Sonu Ki Titu Ki Sweety and Aiyaari would rape this Canadian scumbag,मैं तो इच्छा करता हूँ कि सोनु की टिटु की स्वीटी और आइयारी इस कनाडियन भगोड़े का रेप कर दे
2750,"Aise logo ka Ek Hath, Ek Ankh, Ek Leg N rape Karne Wala saman hi kaat dena chahye",hate,"People like that should be cut into pieces, one hand, one eye, one leg, and the rapist's tool.","ऐसे लोगों का एक हाथ, एक आँख, एक पैर न रेप करने वाली चीज़ें ही काट देनी चाहिए"
2751,"Bhai. Humne bas aik martaba terrorism sponsor kiya hai. Woh bhi Sri Lanka mein. Mai khud openly ye keh raha hun. LTTE ko humne support kiya, aur humne uski keemat chukai. Terrorists waisay hi hote.",non-hate,"Bro. We have just sponsored terrorism once. That too in Sri Lanka. I am openly saying this. We supported the LTTE, and we paid the price. That's what terrorists do.","भाई। हमने बस एक मरतबा आतंकवाद सponsor किया है। वो भी स्रीलंका में। मैं खुद ओपनली ये कह रहा हूँ। LTTE को हमने सपोर्ट किया, और हमने उसकी कीमत चुकाई। आतंकवादी ऐसे ही होते हैं।"
2752,Ye Ap ki galat soch hai hamaray kitne Jawaan US ki war main Wazirstan Side main Shaheed hoye. 1 lahk se zaida hamaray log Terrorism main Shaheed hoye aur ap keh rahe ho Yeh Desh Yaa Army Jo khud itne affected hai terrorism se India main terrorism organized karti hai,hate,"This is your wrong thinking. Many of our young men have been martyred in the US war on the side of Waziristan. More than one lakh of our people have been martyred in terrorism, and you are saying that this country or army which has been so affected by terrorism organizes terrorism in India.","ये आपकी गलत सोच है। हमारे कितने युवाएं अमेरिका के युद्ध में वजीरिस्तान की ओर से शहीद हो गए। लाखों से ज्यादा हमारे लोग आतंकवाद में शहीद हो गए और आप कह रहे हैं कि यह देश या सेना जो स्वयं इतना आतंकवाद से प्रभावित है, भारत में आतंकवाद का आयोजन करती है।"
2753,jo delhane ka wo dekhate nii h. hindu muslim ka debate dekha krr logon k andr nafrat ke aag jla rahe ho. aisa kuch nii dekhao ge jis se hindu Muslims aaps m ek ho jaye. blke kese alg krna h wo zaroor dekhao ge,non-hate,"Those who watch Delhi’s debates are spreading hatred among people. They show things that will never make Hindus and Muslims unite, but they will definitely show how to separate them.",जो देल्ही का वह नहीं देखता। हिंदू मुस्लिम का बहस देखकर लोगों के अंदर नफरत की आग जलाते रहते हो। ऐसा कुछ नहीं दिखाओगे जिससे हिंदू मुस्लिम एक हो जाएँ। बल्कि उन्हें अलग करने का तरीका जरूर दिखाओगे।
2754,https://twitter.com/taran_adarsh/status/769156955655069696 … Papa boy ka rape kiya tha yaad hai,non-hate,"Papa boy was raped, remember?",https://twitter.com/taran_adarsh/status/769156955655069696 ... पापा बोय का रेप हुआ था याद है
2755,Ha...donone bhi hritik ki maarliek ne Mohenjo-Daro k sath aur ek ne kaabil k sath rape kiya,non-hate,Ha...both Hrithik's portrayal in Mohenjo-Daro and one in Kabul were like rape scenes,हा...दोनों ही ह्रितिक की मारलीक ने मोहेंजो-डारो के साथ और एक ने काबिल के साथ रेप किया
2756,Police ho ya fauji kaam to unka desh ke liye hi hai na. Police walon ko kya licence diya he pak me rape karne ka?,hate,"The job of the police or army is only for the country, right? Why were the police given a license to rape in Pakistan?","पोलिस हो या फौजी, काम तो उनका देश के लिए ही है ना। पोलिस वालों को क्या परमिट दी गई है पाकिस्तान में रेप करने की?"
2757,5 din me 10 se upar ladkiyon ke rape hue haryana me par ye so called RAJPUT ghar se nahi nikle protest karne,hate,"Out of every 5 days, more than 10 girls get raped in Haryana, but these so-called RAJPUTS don't come out to protest.",5 दिनों में हरियाणा में 10 से अधिक लड़कियों का रेप हुआ पर ये तो फैसले वाले राजपूत घर से नहीं निकले प्रदर्शन करने
2758,Women rape murder or gorakpur hospital children death par bhi bol do adityanath,non-hate,"Women, rape, murder, or Gorakhpur hospital children's deaths, just talk about Adityanath",महिलाओं की राज़ि मर्दों से या गोरखपुर अस्पताल में बच्चों की मौत पर भी बोलो अदित्यनाथ
2759,"Yeh shehla rashid aur uske tweets ke niche hate comments karne wale, dono kuchh zyada hi kar rahe hai.",non-hate,"This Shehla Rashid and those who leave hate comments under her tweets, both are going overboard.","ये शेहला रशिद और उसके ट्वीट्स के नीचे हैट कमेंट्स करने वाले, दोनों कुछ ज्यादा ही कर रहे हैं।"
2760,"@AjazkhanActor @mohitkamboj_bjp rape huwa kuch nhi bola, hatya hui kuch nhi, bacche mare kuch nhii dange karwae kuch nhi #IStandWithAjazKhan",non-hate,"@AjazkhanActor @mohitkamboj_bjp no one spoke about the rape, no one about the murder, no one about the children being killed, no one about the riots #IStandWithAjazKhan","@AjazkhanActor @mohitkamboj_bjp रेप होने पर कुछ नहीं कहा, हत्या होने पर कुछ नहीं, बच्चों को मारने पर कुछ नहीं, दंगा करवाने पर कुछ नहीं #IStandWithAjazKhan"
2761,Jhooti rape nahi howa hai.... Allah ka khof karo,non-hate,False rape didn't happen.... Fear God,झूठी रेप नहीं हुई है... इलाह का ख़ोफ़ करो
2762,Ab rahi baat cousin se shaadi krne ki toh km se km hm shadi karte hain unse jo blood relation me nahi hain.. Tumhari tarah thodi ki apni ma bahan ka bhi rape kr do... Jyada gyan ho agar toh jaake apne babaon ko bhi do.. Asaram.. Nityanad.. Etc,non-hate,"Now, if we talk about getting married to a cousin, at least we marry someone who isn't related by blood... Go ahead and even rape your sister-in-law like you do... If you're so knowledgeable, go and give it to your grandfathers too.. Weakling.. Nityanand.. etc",अब रही बात कोसिन से शादी करने की तो कम से कम हम उनसे शादी करते हैं जो रक्त संबंध में नहीं होते हैं.. तुम्हारी तरह छोटी भाभी का भी रेप कर दो... ज्यादा ग्यान हो अगर तो जा कर अपने बाबाओं को भी दो.. अश्रम.. नित्यानंद.. आदि
2763,@AjazkhanActor Bhai Tension Nahi Leneka... Ye Modi-Wodi aur @SrBachchan aur sare selfie wale apna haq kho bethe he ke dunya ke samne terrorism khatam karne ki baat kare...,hate,@AjazkhanActor Don't worry about it... These Modi-Wodi guys and @SrBachchan and all those who take selfies have lost their right to talk about ending terrorism in front of the world...,@AjazkhanActor भाई टेन्शन नहीं लेना... ये मोदी-वोदी और @SrBachchan और सब सेल्फी वाले अपना हक़ खो बैठे हैं कि दुनिया के सामने तेर्ररिजम खत्म करने की बात करें...
2764,"Jinki betiyon ki zindagi ujad gayi zaraa un parents se poochho. Unhe kya chahiye? Gau mata ki raksha, gau mata ke liye hostel, padmaavat movie ban ya apni betiyon ka rape NA hona. Agar baat samajh me aayi to khattar ke napunsak governance pe meri narazgi asp khud samajh jaogey.",hate,"Those whose daughters' lives were ruined, ask them what they want. Do they want cow protection, hostels for cows, the Padmaavat movie to be made, or for their own daughters not to be raped. If you understand the issue, you will realize my anger at the dangerous patriarchal governance.","जिनकी बेटियों की ज़िंदगी सूख गई, उन पैरेंट्स से पूछो। उन्हें क्या चाहिए? गो माता की रक्षा, गो माता के लिए होस्टल, पद्मावत फिल्म बनना या अपनी बेटियों का रेप नहीं होना। अगर बात समझ में आ गई तो खतरे के नपुंसक शासन पर मेरी नाराजगी आप खुद समझ जाओगे।"
2765,"wo picha nai krti, wo rape nai karti, wo yaktarfa mohabbat me qatal nai krti",non-hate,"She doesn't suck, she doesn't rape, she doesn't kill in passionate love.","वह पिचा नहीं करती, वह रेप नहीं करती, वह यकतरफ़ मोहब्बत में कतल नहीं करती"
2766,"I hate when kuch log Bachon ki tarah bell baja k bhag jate hain. Actually wo sirf adhi baat share karte hain and Dil ki bell baja k bhaag jate hain. So Please agar kuch share na karna ho to bataya hi nhi karo kuch, tension hojati hai.",hate,"I hate when some people run away like children after ringing the doorbell. They only share half the story and ring the heart's bell before running off. So please, if you don't have anything to share, don't say anything at all; it just causes stress.","मैं नफरत करता हूँ जब कुछ लोग बच्चों की तरह घंटी बजाकर भाग जाते हैं। वास्तव में वे सिर्फ आधी बात साझा करते हैं और दिल की घंटी बजाकर भाग जाते हैं। इसलिए कृपया अगर कुछ साझा नहीं करना हो तो कुछ नहीं बताओ, टेन्शन हो जाती है।"
2767,I hate these so-called bhai bahen,hate,I hate these so-called brothers and sisters,"मैं इन्हें घृणा करता हूँ, जो खुद को भाई बहन कहते हैं।"
2768,Kaha sub ko ap ke liye samjhaya krti thi ki kaha kisi bat me a ke glt samjh liya yr kaisi  fan hu yr ki sub ki bat me agyi I hate my self,hate,"Why did you try to understand everyone for yourself, why did you think you were wrong in every situation, how can you be such a fan, I hate myself","मैं सबको तुम्हारे लिए समझा करती थी कि मुझे किसी बात में गलत समझ लिया जाता है, यार कैसी फ़ैन हूँ, यार कि सबकी बातों में आ गई, मैं खुदसे नफरत करती हूँ"
2769,rape krne wala agar 14 ya 14 se zyada hai to islami kanoon q nhi?,non-hate,"If someone who commits rape is 14 or older, why not apply Islamic law?",रेप करने वाला अगर 14 या 14 से ज्यादा है तो इस्लामी कानून क्यों नहीं?
2770,twitter hate hai bhai..aapko bhi pata hai..trolling sab taraf se hoti hai..so no issues..,non-hate,"Twitter is full of hate, bro...you know it...trolling happens from all sides...so no issues...",ट्विटर में घृणा है भाई..आपको भी पता है..ट्रोलिंग सब तरफ से होती है..इसलिए कोई समस्या नहीं..
2771,"Kaahe ka balidan khud aiyaary se clash karne jaa raha hai bhagoda akshay kumar, pata hai isko Padman ka rape ho jaata national holiday pe. Mard hota toh Padmaavat se darr ke bhagta nahi.",hate,"Why are you going to clash with yourself, you coward Akshay Kumar, you know that Padman's rape would have been a national holiday. If he were a man, he wouldn't run away from Padmaavat out of fear.","किसका बलिदान खुद आइयारी से टकराने जा रहा है भगोड़ा अक्षय कुमार, पता है इसे पैदमान का रेप हो जाता राष्ट्रीय छुट्टी पर। मर्द होता तो पद्मावत से डर के भागता नहीं।"
2772,"Aap to antaryami nikli ...jai ho...to ab ye bhi bta do ki kaladhan kb aayega,bacchiyo ladkiyo aur aurto ka rape hona kb band hoga..employment kb milega...kisano ki aatmhatya band kb hongi..and so on..jai hind. . inquilaab jindabad",hate,"You turned out to be a mind-reader...jai ho...so now tell us when the black money will come, when will the rapes of girls and women stop, when will we get employment, when will farmers' suicides end...and so on...jai hind...inquilaab zindabad","आप तो अंतर्यामी निकली ...जय हो...तो अब ये भी बता दें कि कालधन कब आएगा, बच्चों, लड़कियों और महिलाओं का रेप कब बंद होगा, रोजगार कब मिलेगा, किसानों की आत्महत्या कब बंद होंगी...और इसी तरह...जय हिंद...इनक़लाब जिंदाबाद"
2773,Arshi ne bahot rulaya Shilpa ko...I hate u arshi...,hate,"Arshi really messed with Shilpa... I hate you, Arshi...",अर्शी ने शिल्पा को बहुत रुलाया...मैं तुझसे नफरत करता हूँ अर्शी...
2774,Same here he is the reason to watch BB but I can't hate him. Because ladai unhi se karte hain jinki baaton ka humein asar ho and he is not opportunist aisa hota toh woh hamesa vikas ko hi follow karta apna stand nahi leta. Vikas kaisa dost hai dost bolta hai aur bracelet bhi toda,non-hate,"Same here, he is the reason to watch BB but I can't hate him. Because you only fight with those whose words affect you, and he is not opportunistic; if he were, he would always follow Vikas and never take his own stand. How is Vikas a friend who talks about friendship but even breaks the bracelet.","यहीं समान है, वह BB देखने का कारण है लेकिन मैं उसको नहीं घृणा कर सकता। क्योंकि लड़ाई उन्हीं से करते हैं जिनकी बातों का हमें प्रभाव होता है और वह अवसरवादी नहीं है। ऐसा होता तो वह हमेशा विकास का ही पालन करता और अपना स्थान नहीं लेता। विकास ऐसा कैसा दोस्त है, दोस्त कहता है और ब्रेसलेट भी टोड़ देता।"
2775,712 se muslim Bharat me jihadi terrorism  kar rahe hai.,non-hate,Muslims are carrying out jihadist terrorism in India under section 712.,712 से मुस्लिम भारत में जहादी आतंकवाद कर रहे हैं।
2776,Kahin inke uksanesehi nahi huye rape aur murder,non-hate,"Somewhere, they didn't even get raped and murdered",कहीं इनके उकसाने से ही नहीं हुए रेप और मर्डर
2777,Ab pata chala pakistan mien bomb blast terrorism sab kuch hakomat k log khud kerte hai. Jaise Rao Anwar,non-hate,"Now it's clear that in Pakistan, bomb blasts and terrorism are all done by the government people themselves. Like Rao Anwar.",अब पता चला पाकिस्तान में बॉम्ब ब्लास्ट और आतंकवाद सब कुछ हकूमत के लोग खुद करते हैं। जैसे राव अनवर
2778,Modi ki galti nahi hai galti hamari hai ek Muslim bulata hai to sb Muslim ekjut ho jate hai and ek ambedkar wadi bulata hai to sb ambedkar wadi ekjut ho jate hai lekin ye chize Hinduwo me nahi hai pure India me roj kahi Na kahi Hinduwo ka murder ho raha hai rape ho raha hai lekin,hate,"It's not Modi's mistake, it's our mistake. When one Muslim is called, all Muslims unite, and when one Ambedkarite is called, all Ambedkarites unite, but this doesn't happen among Hindus. Every day, somewhere in India, Hindus are being murdered and raped, but...","मोदी की गलती नहीं है, गलती हमारी है। एक मुस्लिम बुलाता है तो सब मुस्लिम इकट्ठे हो जाते हैं और एक अंबेडकरवादी बुलाता है तो सब अंबेडकरवादी इकट्ठे हो जाते हैं, लेकिन ये चीजें हिंदुओं में नहीं हैं। पूरे भारत में रोज़ कहीं-न-कहीं हिंदुओं का मर्दौग और रेप हो रहा है, लेकिन"
2779,Han Zainab ka rape and murder toh afghaniyon nay hi kiya tha na - saaf suthron ki shakal dekho https://twitter.com/chalnanikal/status/954457585997971458 …,hate,Zainab's rape and murder were definitely committed by Afghans - look at the clear pictures,हाँ जैनाब का रेप और मर्दोई तो अफगानियों ही ने किया था ना - साफ़ सुथरों की शकल देखो https://twitter.com/chalnanikal/status/954457585997971458 …
2780,Sambitji jara un betiyonke bare me bhi sadness fill kijiye jinka rape aur murder kar diya gaya aapki Haryana State me,hate,"Mr. Sambit, please also feel sad for those girls who were raped and murdered in your Haryana state.",सम्बितजी जरा उन लड़कियों के बारे में भी सैद्द कर दीजिए जिनका रेप और मर्डर आपकी हरियाणा राज्य में कर दिया गया
